rating	date	variation	verified_reviews	feedback	cleaned_reviews	sentiment_polarity	review_length	feedback_encoded	sentiment_encoded	sentiment_Neutral	sentiment_Positive	pca_1	pca_2
4	30-Jul-18	Heather Gray Fabric 	Have only had it set up for a few days. Still adding smart home devices to it. The speaker is great for playing music. I like the size, we have it stationed on the kitchen counter and it’s not intrusive to look at.	1	set day still ad smart home devic speaker great play music like size station kitchen counter intrus look	0.5071428571428571	18	1	2	False	True	-0.007898590323847104	0.6229540360040732
5	30-Jul-18	Charcoal Fabric 	I love it. It plays my sleep sounds immediately when I ask	1	love play sleep sound immedi ask	0.45	6	1	2	False	True	0.7326990494750252	-0.3104368946454663
3	30-Jul-18	Sandstone Fabric 	I got a second unit for the bedroom, I was expecting the sounds to be improved but I didnt really see a difference at all.  Overall, not a big improvement over the 1st generation.	1	got second unit bedroom expect sound improv didnt realli see differ overal big improv st gener	0.13333333333333333	16	1	2	False	True	-1.0844195248841872	0.23372860495075298
5	30-Jul-18	Sandstone Fabric 	Amazing product	1	amaz product	0.0	2	1	1	True	False	0.2456676700023632	-0.8497727928851689
5	30-Jul-18	Charcoal Fabric 	I love my Echo. It's easy to operate, loads of fun.It is everything as advertised. I use it mainly to play my favorite tunes and test Alexa's knowledge.	1	love echo easi oper load funit everyth advertis use mainli play favorit tune test alexa knowledg	0.5	16	1	2	False	True	0.6641963954992997	0.5069470426614926
5	30-Jul-18	Charcoal Fabric 	Sounds great!! Love them!	1	sound great love	0.5666666666666668	3	1	2	False	True	0.9107698566908948	-0.4906202791629935
4	30-Jul-18	Charcoal Fabric 	Fun item to play with and get used to using.  Sometimes has hard time answering the questions you ask, but I think it will be better.	1	fun item play get use use sometim hard time answer question ask think better	0.16944444444444443	14	1	2	False	True	-0.36057745888767223	0.13908528200457723
5	30-Jul-18	Charcoal Fabric 	Just like the other one	1	like one	0.0	2	1	1	True	False	0.2456676700023632	-0.8497727928851689
5	30-Jul-18	Sandstone Fabric 	Still learning all the capabilities...but so far pretty pretty pretty good	1	still learn capabilitiesbut far pretti pretti pretti good	0.39999999999999997	8	1	2	False	True	0.6472172478338867	-0.17659484997248182
4	30-Jul-18	Charcoal Fabric 	I like it	1	like	0.0	1	1	1	True	False	-0.3964765913029953	-0.9751002406076229
5	30-Jul-18	Sandstone Fabric 	She works well. Needs a learning command  for unique, owners and users like. Alexa “learn” Tasha’s birthday.  Or Alexa “learn” my definition of Fine. Etc. other than that she is great	1	work well need learn command uniqu owner user like alexa learn tasha birthday alexa learn definit fine etc great	0.6083333333333334	19	1	2	False	True	0.755305353955905	0.7982607126355473
3	30-Jul-18	Heather Gray Fabric 	The speakers sound pretty good for being so small and setup is pretty easy.  I bought two and the reason I only rate it a 3 is I have followed the instructions for synching music to both units.  I know I've done it correctly but they won't sync.  That was my primary motivation for purchasing multiple units.	1	speaker sound pretti good small setup pretti easi bought two reason rate follow instruct synch music unit know ive done correctli wont sync primari motiv purchas multipl unit	0.2833333333333334	28	1	2	False	True	-1.0589508033860677	1.2590414439017146
5	30-Jul-18	Charcoal Fabric 	This device is awesome!	1	devic awesom	0.0	2	1	1	True	False	0.2456676700023632	-0.8497727928851689
5	30-Jul-18	Charcoal Fabric 	I bought this to compare the speaker quality to our first generation speaker and i like the sound better.  I will ship this to my daughter though because I like the fact that my first generation has a chargeable base that we bought which keeps it more mobile and she needs a better sound than what she has now.	1	bought compar speaker qualiti first gener speaker like sound better ship daughter though like fact first gener chargeabl base bought keep mobil need better sound	0.21428571428571427	25	1	2	False	True	0.2068924783295407	1.0792487063445106
5	30-Jul-18	Sandstone Fabric 	Love my Echo. Still learning all the things it will do. Wasn’t able to follow instructions included in the package, but found a great one on U-Tube.	1	love echo still learn thing wasnt abl follow instruct includ packag found great one utub	0.65	15	1	2	False	True	0.8564816105823551	0.501765067800849
4	30-Jul-18	Heather Gray Fabric 	Speaker is better than 1st generation Echo	1	speaker better st gener echo	0.5	5	1	2	False	True	0.150372513874661	-0.41106872337758077
5	30-Jul-18	Charcoal Fabric 	This thing is way cool!  You should get one.  If you want to be cool, that is.	1	thing way cool get one want cool	0.35	7	1	2	False	True	0.6002315600969642	-0.2805593007944832
5	30-Jul-18	Heather Gray Fabric 	This is my first digital assistant so I'm giving this a good review. Speaker is really good for the cheap price on Prime day. Fun to play with and can be used as an alarm clock (That's what I was going to get in the first place, but I ended up with Echo). If you haven't had a go with one then definitely try it!What I like best is the number of other devices that it can connect with. My purchase came with a Smart Plug for $10 which I connect my lamp to. Alexa, turn of the lights!	1	first digit assist im give good review speaker realli good cheap price prime day fun play use alarm clock that go get first place end echo havent go one definit tri itwhat like best number devic connect purchas came smart plug connect lamp alexa turn light	0.46825396825396826	46	1	2	False	True	0.2412557480730165	2.869332239522247
5	30-Jul-18	Charcoal Fabric 	My husband likes being able to use it to listen to music.  I wish we knew all it's capabilities	1	husband like abl use listen music wish knew capabl	0.0	9	1	1	True	False	0.1558434042258593	-0.2948909700635353
5	30-Jul-18	Charcoal Fabric 	My Android would not allow Alexa to connect. Fortunately, my sister was here with her Apple cell. After an hour+ tech support fixed the glitches. We are up and running.	1	android would allow alexa connect fortun sister appl cell hour tech support fix glitch run	0.0	15	1	1	True	False	0.07885117641742737	0.18072202092643638
4	30-Jul-18	Charcoal Fabric 	So far so good	1	far good	0.39999999999999997	2	1	2	False	True	0.06923317636888811	-0.6982664568532455
5	30-Jul-18	Charcoal Fabric 	Tried to play certain broadway shows like Camelot and it gives ne the group Camelot.	1	tri play certain broadway show like camelot give ne group camelot	0.21428571428571427	11	1	2	False	True	0.3865410098825486	-0.0305149392987567
5	30-Jul-18	Sandstone Fabric 	Great	1	great	0.8	1	1	2	False	True	1.215583319250346	-0.5339117208714
5	30-Jul-18	Walnut Finish 	Very satisfied with the Echo. Alexa now controls the lights in my family room and my wife can listen to Jimmy Buffet by just asking Alexa.	1	satisfi echo alexa control light famili room wife listen jimmi buffet ask alexa	0.4	13	1	2	False	True	0.5830570579935268	0.21974930918582797
2	30-Jul-18	Charcoal Fabric 	It's like Siri, in fact, Siri answers more accurately then Alexa.  I don't see a real need for it in my household, though it was a good bargain on prime day deals.	0	like siri fact siri answer accur alexa dont see real need household though good bargain prime day deal	0.44999999999999996	18	0	2	False	True	-3.928561382888577	0.02303100673856968
5	30-Jul-18	Charcoal Fabric 	Love my Echo. Still learning how every thing works but having tons of fun.	1	love echo still learn everi thing work ton fun	0.4	9	1	2	False	True	0.6343852098658147	-0.09732601814081984
5	30-Jul-18	Heather Gray Fabric 	I love you so much	1	love much	0.35	2	1	2	False	True	0.6643917499373242	-0.676903459952793
3	30-Jul-18	Charcoal Fabric 	No different than Apple. To play a specific list of music you must have an Amazon of Spotify “plus/prime/etc” account.  So you must pay to play “your” music.  3 stars for that reason.  Everything else is 👍🏻 .	1	differ appl play specif list music must amazon spotifi plusprimeetc account must pay play music star reason everyth els	0.0	19	1	1	True	False	-1.2824295740017218	0.4056801164715004
5	30-Jul-18	Charcoal Fabric 	Excelente, lo unico es que no esta en español.	1	excelent lo unico es que esta en espaol	0.0	8	1	1	True	False	0.16867544219393127	-0.3741598018951973
5	30-Jul-18	Charcoal Fabric 	I'm still learning how to use it, but so far my Echo is great! The sound is actually much better than I was expecting.	1	im still learn use far echo great sound actual much better expect	0.36	12	1	2	False	True	0.5480349153976032	0.12072398216189445
5	30-Jul-18	Charcoal Fabric 	Works as you’d expect and then some. Also good sound quality considering price (70.00 on sale) and features.	1	work youd expect also good sound qualiti consid price sale featur	0.55	11	1	2	False	True	0.7881743110446541	0.13529850249352235
5	30-Jul-18	Charcoal Fabric 	The sound from this Echo 2nd Generation is phenomenal!  Not to mention that I just love Alexa!  She is very helpful.	1	sound echo nd gener phenomen mention love alexa help	0.45	9	1	2	False	True	0.6942029355708091	-0.07263039915048042
3	30-Jul-18	Sandstone Fabric 	like google better	1	like googl better	0.5	3	1	2	False	True	-0.47893970946262554	-0.6156650029316966
5	30-Jul-18	Charcoal Fabric 	Just had to have it and now lets play and learn how to get the most out of it.	1	let play learn get	0.0	4	1	1	True	False	0.22000359406621925	-0.691235129221845
5	30-Jul-18	Charcoal Fabric 	Works as advertised. Very easy to setup. Still learning what this can do.	1	work advertis easi setup still learn	0.0	6	1	1	True	False	0.19433951813007525	-0.5326974655585212
4	30-Jul-18	Charcoal Fabric 	Great sound and easy to set up.	1	great sound easi set	0.6000000000000001	4	1	2	False	True	0.2828400032527219	-0.44094631722856387
5	30-Jul-18	Oak Finish 	Love Alexa, bought others for friends	1	love alexa bought other friend	0.1875	5	1	2	False	True	0.43148802749187637	-0.5193577261764103
5	30-Jul-18	Charcoal Fabric 	Love the echo I purchased it for company for my husband he is 83 and Alexa is great all he has to do is say her name and she tells him a joke and plays his favorite songs	1	love echo purchas compani husband alexa great say name tell joke play favorit song	0.65	14	1	2	False	True	0.869313648550427	0.422496235969187
5	30-Jul-18	Heather Gray Fabric 	😍	1		0.0	0	1	1	True	False	0.27133174593850723	-1.008310456548493
5	30-Jul-18	Charcoal Fabric 	Love being able to listen to music easily. Still learning all the features available	1	love abl listen music easili still learn featur avail	0.5	9	1	2	False	True	0.7540206612758036	-0.04793478016014099
4	30-Jul-18	Heather Gray Fabric 	Did t really know what I could use this device for. Used it for a few things, but need an overview	1	realli know could use devic use thing need overview	0.0	9	1	1	True	False	-0.4991328950475712	-0.34094958595432723
5	30-Jul-18	Heather Gray Fabric 	Love this just wish it had a built in hub	1	love wish built hub	0.5	4	1	2	False	True	0.8181808511161636	-0.4442789393184508
5	30-Jul-18	Charcoal Fabric 	I use it primarily to play music.  It works wonderfully!  Still getting used to some of the many things it will do.  Amazon has sent several tips since I got it. Thanks for all your help!	1	use primarili play music work wonder still get use mani thing amazon sent sever tip sinc got thank help	0.0	19	1	1	True	False	0.027523024545139406	0.4977973482530842
5	30-Jul-18	Charcoal Fabric 	How easy if was to set up.	1	easi set	0.0	2	1	1	True	False	0.2456676700023632	-0.8497727928851689
4	30-Jul-18	Charcoal Fabric 	Fast response which was amazing.  Clear concise answers and sound quality is fantastic.  I am still getting used to Alexia and have not usde Echo to its full extent.	1	fast respons amaz clear concis answer sound qualiti fantast still get use alexia usd echo full extent	0.26249999999999996	17	1	2	False	True	-0.28774613884092637	0.4228530683982503
5	30-Jul-18	Charcoal Fabric 	You’re all I need...na na nana!	1	your needna na nana	0.0	4	1	1	True	False	0.22000359406621925	-0.691235129221845
5	30-Jul-18	Charcoal Fabric 	Does everything as expected and more.	1	everyth expect	0.0	2	1	1	True	False	0.2456676700023632	-0.8497727928851689
5	30-Jul-18	Sandstone Fabric 	I love my Echo!  Works just like they said it would. I don't have a &#34;smart&#34; home, so I cannot speak about that function, but everything else about it is good.	1	love echo work like said would dont smart home speak function everyth els good	0.47142857142857136	14	1	2	False	True	0.6556789138897324	0.33429759671797477
5	30-Jul-18	Charcoal Fabric 	Great sound in a small package—easy to set up and use; fun to own.	1	great sound small packageeasi set use fun	0.31250000000000006	7	1	2	False	True	0.5553682658182185	-0.2990810150372378
5	30-Jul-18	Charcoal Fabric 	Works and sounds great.	1	work sound great	0.6000000000000001	3	1	2	False	True	0.9506483404942244	-0.4741565331694339
5	30-Jul-18	Heather Gray Fabric 	The sound is amazing and many collections of all music	1	sound amaz mani collect music	0.4	5	1	2	False	True	0.6857133617381027	-0.4144013454674677
4	30-Jul-18	Sandstone Fabric 	Setting up	1	set	0.0	1	1	1	True	False	-0.3964765913029953	-0.9751002406076229
5	30-Jul-18	Heather Gray Fabric 	She doesn’t always listen	1	doesnt alway listen	0.0	3	1	1	True	False	0.23283563203429122	-0.770503961053507
5	30-Jul-18	Charcoal Fabric 	It’s awesome	1	awesom	0.0	1	1	1	True	False	0.2584997079704352	-0.9290416247168309
4	30-Jul-18	Heather Gray Fabric 	I bought this because it can control fios television. It works well. I’m hoping over time it will do more to control fios. Then I discovered all the other things Alexa can do. Play music you ask for. Great sound from Alexa. Play games. Play radio stations. Play old time radio programs like the Long Ranger. Alexa has many “apps” you can add to her abilities. The other day I played Madlibs. Great fun. Also Alexa can control household appliances. I just purchased Alexa compatible power strips to control lighting, fans and TV components. I’m looking forward to implementing this controll. You can also add other Alexa components to have chosen music to play in all rooms where the components are located.	1	bought control fio televis work well im hope time control fio discov thing alexa play music ask great sound alexa play game play radio station play old time radio program like long ranger alexa mani app add abil day play madlib great fun also alexa control household applianc purchas alexa compat power strip control light fan tv compon im look forward implement control also add alexa compon chosen music play room compon locat	0.29375	73	1	2	False	True	-0.9689541864873362	4.877342412840282
5	30-Jul-18	Heather Gray Fabric 	The speaker has excellent sound and works perfectly!	1	speaker excel sound work perfectli	0.4	5	1	2	False	True	0.6857133617381027	-0.4144013454674677
5	30-Jul-18	Charcoal Fabric 	I LIKE IT ALL	1	like	0.0	1	1	1	True	False	0.2584997079704352	-0.9290416247168309
5	30-Jul-18	Charcoal Fabric 	I love it. It does everything	1	love everyth	0.5	2	1	2	False	True	0.8438449270523075	-0.6028166029817746
5	30-Jul-18	Heather Gray Fabric 	I was a little nervous when I received my new Echo as I'm not really Tech savvy. I found it a bit intimidating at first but it didn't take me to long to figure it out!! I'm very happy with my purchase and now thinking of adding an echo spot!!!	1	littl nervou receiv new echo im realli tech savvi found bit intimid first didnt take long figur im happi purchas think ad echo spot	0.11212121212121212	24	1	2	False	True	0.09749955295234272	0.9495195621170036
4	30-Jul-18	Charcoal Fabric 	I like it and still learning how to use it.	1	like still learn use	0.0	4	1	1	True	False	-0.4349727052072112	-0.737293745112637
5	30-Jul-18	Charcoal Fabric 	Great technology!! Can't believe the speaker volume and quality is so wonderful. Wish I had bought another one!	1	great technolog cant believ speaker volum qualiti wonder wish bought anoth one	0.8	12	1	2	False	True	1.074430901601554	0.3380454292768814
5	30-Jul-18	Heather Gray Fabric 	I purchased an echo dot for my husband for Fathers Day.  He uses it constantly and after hearing the quality of sound of the Echo (2nd Generation), It was a no-brainer.  Best gift ever!	1	purchas echo dot husband father day use constantli hear qualiti sound echo nd gener nobrain best gift ever	0.7	18	1	2	False	True	0.8778032223831334	0.7642671822861743
4	30-Jul-18	Charcoal Fabric 	Works fine!!	1	work fine	0.4166666666666667	2	1	2	False	True	0.08917241827055296	-0.6900345838564657
5	30-Jul-18	Heather Gray Fabric 	 	1		0.0	0	1	1	True	False	0.27133174593850723	-1.008310456548493
5	30-Jul-18	Charcoal Fabric 	Clear music	1	clear music	0.09999999999999999	2	1	2	False	True	0.36530312141235205	-0.8003815549044901
5	30-Jul-18	Charcoal Fabric 	Fun to use, good sound quality	1	fun use good sound qualiti	0.4666666666666666	5	1	2	False	True	0.7654703293447619	-0.3814738534803485
5	30-Jul-18	Sandstone Fabric 	The echo works well. I was able to sync it with my other Amazon music devices.	1	echo work well abl sync amazon music devic	0.0	8	1	1	True	False	0.16867544219393127	-0.3741598018951973
5	30-Jul-18	Charcoal Fabric 	Works great, but I don't think Amazon should charge another cent for unlimited music when you 1) Have Prime AND 2) Buy an Echo.	1	work great dont think amazon charg anoth cent unlimit music prime buy echo	0.8	13	1	2	False	True	1.061598863633482	0.41731426110854336
5	30-Jul-18	Charcoal Fabric 	Already had an Echo Dot. The Echo is even better with fuller sound. Also during setup it now lets phone calls to be made to my contact list which is great!	1	alreadi echo dot echo even better fuller sound also setup let phone call made contact list great	0.5666666666666668	17	1	2	False	True	0.731121325137887	0.6191433664802739
5	30-Jul-18	Charcoal Fabric 	The speaker sounds really good	1	speaker sound realli good	0.55	4	1	2	False	True	0.877998576821158	-0.41958332032811135
5	30-Jul-18	Heather Gray Fabric 	Good sound works well	1	good sound work well	0.55	4	1	2	False	True	0.877998576821158	-0.41958332032811135
5	30-Jul-18	Charcoal Fabric 	Love it and Alexa. I am not very savvy but support was very helpful and patient.	1	love alexa savvi support help patient	0.5	6	1	2	False	True	0.7925167751800196	-0.28574127565512686
5	30-Jul-18	Charcoal Fabric 	Love it! I was thinking about getting one and when the prime day discount was offered, I could not pass it up! It's fun to ask Alexa to play any song or group and she comes up with a playlist from Amazon Prime Music. You can also connect your iPhone with bluetooth and play music with Pandora or YouTube videos using Alexa as a speaker. I've been having fun asking Alexa different types of questions or for information like weather, news or even the time in other countries. The only downside is if you have limited data on your wifi plan, because Alexa uses burns it up when playing music.	1	love think get one prime day discount offer could pass fun ask alexa play song group come playlist amazon prime music also connect iphon bluetooth play music pandora youtub video use alexa speaker ive fun ask alexa differ type question inform like weather news even time countri downsid limit data wifi plan alexa use burn play music	0.3666666666666667	57	1	2	False	True	-0.021431096404970353	3.6911141637853944
5	30-Jul-18	Charcoal Fabric 	We like it all so far, but have a lot to try out yet.	1	like far lot tri yet	0.1	5	1	2	False	True	0.3268070075081361	-0.5625750594095043
5	30-Jul-18	Heather Gray Fabric 	Love it - am using it strictly for music now and it's great!	1	love use strictli music great	0.65	5	1	2	False	True	0.9848019902630749	-0.29092325051577056
5	30-Jul-18	Sandstone Fabric 	Love the Echo !!! I love the size, material and speaker quality. I have it hooked up to one light easily and will work on additional lights and thermostat. Next is Echo Dot for bedroom. There is a lot more to do with Echo that you think. Traffic, Weather, Trivia, etc.	1	love echo love size materi speaker qualiti hook one light easili work addit light thermostat next echo dot bedroom lot echo think traffic weather trivia etc	0.36	26	1	2	False	True	0.3683863838445954	1.2304876278051617
4	30-Jul-18	Charcoal Fabric 	Love it!	1	love	0.5	1	1	2	False	True	0.20170066574694895	-0.7281440507042285
5	30-Jul-18	Charcoal Fabric 	The entire family loves Alexa Echo. She’s now a part of this family.	1	entir famili love alexa echo she part famili	0.5	8	1	2	False	True	0.7668526992438756	-0.12720361199180294
5	30-Jul-18	Walnut Finish 	Great fun getting to know all the functions of this product.  WOW -- family fun and homework help.  Talking with other grandchildren,who also have an Echo, is a HUGE bonus.  Can't wait to learn more and more and more	1	great fun get know function product wow famili fun homework help talk grandchildrenwho also echo huge bonu cant wait learn	0.38	20	1	2	False	True	0.46930570193502513	0.7647528844113259
5	30-Jul-18	Heather Gray Fabric 	Love it!	1	love	0.5	1	1	2	False	True	0.8566769650203795	-0.6820854348134366
5	30-Jul-18	Heather Gray Fabric 	awesome thing, love Alexa	1	awesom thing love alexa	0.5	4	1	2	False	True	0.8181808511161636	-0.4442789393184508
5	30-Jul-18	Charcoal Fabric 	It worked exactly as expected and the speaker has great sound. It is perfect for my classroom!	1	work exactli expect speaker great sound perfect classroom	0.7333333333333334	8	1	2	False	True	1.0460020858671828	-0.011957390036885559
5	30-Jul-18	Charcoal Fabric 	LOVE, LOVE this new little gadget.  Has  made our lives so much easier.  it's like having our own personal secretary living here in the home.  We hardly need our CD's anymore, since ALEXA plays everything we need.  Going to get the Alexa DOTS soon for more rooms.  Thanks!!	1	love love new littl gadget made live much easier like person secretari live home hardli need cd anymor sinc alexa play everyth need go get alexa dot soon room thank	0.26818181818181813	30	1	2	False	True	0.2072111356776812	1.5022128184404588
4	30-Jul-18	Heather Gray Fabric 	The speaker is of surprising quality. Happy with the purchase.	1	speaker surpris qualiti happi purchas	0.0	5	1	1	True	False	-0.4478047431752832	-0.658024913280975
5	30-Jul-18	Charcoal Fabric 	Very easy to set up. Works wonderful and I love it!!	1	easi set work wonder love	0.5	5	1	2	False	True	0.8053488131480916	-0.36501010748678886
5	30-Jul-18	Sandstone Fabric 	I'm really impressed with the sound quality when playing music from this device.  The bass sounds almost like it's coming from a bigger speaker so props to Amazon.	1	im realli impress sound qualiti play music devic bass sound almost like come bigger speaker prop amazon	0.1625	17	1	2	False	True	0.2475947090225153	0.41952044630836344
4	30-Jul-18	Charcoal Fabric 	It’s still a great product.But the sound quality does seem worse.Don’t get me wrong. You definitely get used to it within an hour. But it definitely feels like echo gen 1 sound quality was better.Besides that , it’s great.With the addition of being able to play Just over Bluetooth with no WiFi, it’s even better.	1	still great productbut sound qualiti seem worsedont get wrong definit get use within hour definit feel like echo gen sound qualiti betterbesid greatwith addit abl play bluetooth wifi even better	0.32	30	1	2	False	True	-0.38577224786511866	1.481747844048746
4	30-Jul-18	Sandstone Fabric 	The outlet does not work with it. Was disappointed in that.	1	outlet work disappoint	0.0	3	1	1	True	False	-0.42214066723913923	-0.8165625769442989
4	30-Jul-18	Charcoal Fabric 	Great device, responsive and helpful	1	great devic respons help	0.8	4	1	2	False	True	0.5221109060726996	-0.3421638412672061
2	30-Jul-18	Charcoal Fabric 	Sound is terrible if u want good music too get a bose	0	sound terribl u want good music get bose	0.55	8	0	2	False	True	-3.680605551797868	-0.720266073597371
4	30-Jul-18	Charcoal Fabric 	i liked the sound . what is troubling is that I paid extra money to have access to a million more songs. Sometimes it doesn't work. Ex. Alexa play Italian songs&#34; .don't have or don&#34; t understand. or play the opera Tosca, response &#34;sorry I don&#34;t have that.	1	like sound troubl paid extra money access million song sometim doesnt work ex alexa play italian song dont understand play opera tosca respons sorri dont	0.13333333333333333	25	1	2	False	True	-0.5449315673234045	0.9932067073265025
5	30-Jul-18	Charcoal Fabric 	Easy to set up and use. Too bad it has to be plugged in. Would be nice to take it outside and operate on battery and recharged.	1	easi set use bad plug would nice take outsid oper batteri recharg	-0.04999999999999993	12	1	0	False	False	0.057529564616648994	-0.08178009355888886
5	30-Jul-18	Charcoal Fabric 	Still learning all the ways to use it.  It is a real hit with my grandkids who ask it to play music and then dance to it.  (5 and 7 yrs).  Very cute.	1	still learn way use real hit grandkid ask play music danc yr cute	0.35	13	1	2	False	True	0.5232393322885324	0.1950536901954885
